9.993187047117283450e-01 1.004283998477579543e+00 1.010637262046518048e+00 9.761561680074202219e-01 1.054889301157672099e+00 1.033969687915268443e+00 1.026806796903474872e+00 1.010685324655698158e+00 1.063310348842395392e+00 1.011594472767716635e+00 1.021577264232439664e+00 1.020133174697077205e+00 1.041490502292528042e+00 1.032715786131703339e+00 1.033895476699038474e+00 1.001362292416998923e+00
9.993187047117283450e-01 1.009555116421517740e+00 1.011316222501525752e+00 1.000931385858666367e+00 1.054889301157672099e+00 1.033969687915268443e+00 1.026806796903474872e+00 1.010685324655698158e+00 1.063310348842395392e+00 1.011594472767716635e+00 1.017182685937679354e+00 1.020133174697077205e+00 1.037912086195037720e+00 1.032715786131703339e+00 1.033895476699038474e+00 1.004774267982612601e+00
9.993187047117283450e-01 1.009355350953048625e+00 1.005381352172152409e+00 1.000931385858666367e+00 1.054889301157672099e+00 1.032459359825506073e+00 1.022372230223982381e+00 1.010685324655698158e+00 1.063310348842395392e+00 1.011625278992226429e+00 1.017182685937679354e+00 1.020133174697077205e+00 1.037912086195037720e+00 1.032715786131703339e+00 1.024066381843498519e+00 1.011458238759012307e+00
1.004350164092366882e+00 1.013201379969975946e+00 1.005381352172152409e+00 1.000931385858666367e+00 1.054889301157672099e+00 1.033361559516686290e+00 1.024795423471415834e+00 1.015164205597055336e+00 1.051516492424731553e+00 9.964164282976359921e-01 1.017182787731811366e+00 1.016531041244309375e+00 1.037912086195037720e+00 1.032715786131703339e+00 1.024066381843498519e+00 1.011612976697242594e+00
1.005293932250610700e+00 1.005618490564049283e+00 1.005381352172152409e+00 1.000931385858666367e+00 1.054889301157672099e+00 1.034921630691346461e+00 1.024795423471415834e+00 1.015166021345478065e+00 1.063893972083866934e+00 1.009275135158213654e+00 1.017182787731811366e+00 1.017415757220634154e+00 1.042836653237490196e+00 1.032715786131703339e+00 1.023558573433587693e+00 1.011612976697242594e+00
1.005293932250610700e+00 1.011664357634523448e+00 1.007024827361390429e+00 9.951561938979995858e-01 1.054889301157672099e+00 1.034921630691346461e+00 1.024795423471415834e+00 1.015098167994177958e+00 1.060427567429600204e+00 1.009275135158213654e+00 1.019825014806662100e+00 1.017415757220634154e+00 1.042836653237490196e+00 1.031829397128199544e+00 1.023558573433587693e+00 1.011612976697242594e+00
1.005293932250610700e+00 1.011664357634523448e+00 9.997629421717558751e-01 9.951561938979995858e-01 1.054889301157672099e+00 1.034921630691346461e+00 1.024795423471415834e+00 1.014789086195483581e+00 1.049664670048461312e+00 9.968750198355035286e-01 1.018673836769337981e+00 1.017174146764378229e+00 1.042836653237490196e+00 1.031829397128199544e+00 1.023558573433587693e+00 1.011612976697242594e+00
1.003831291152125216e+00 1.011664357634523448e+00 9.997629421717558751e-01 9.824017654753512963e-01 1.054889301157672099e+00 1.034921630691346461e+00 1.024795423471415834e+00 1.013532671266798912e+00 1.049664670048461312e+00 9.963604048154062198e-01 1.018673836769337981e+00 1.019262179260063350e+00 1.038535338045887269e+00 1.031829397128199544e+00 1.026377710753934913e+00 1.011612976697242594e+00
1.005216279497507026e+00 1.011664357634523448e+00 9.997005973967119097e-01 9.923479756529066664e-01 1.054889301157672099e+00 1.036678544779232602e+00 1.030095206551727705e+00 1.013532671266798912e+00 1.059516076471778812e+00 9.963604048154062198e-01 1.018673836769337981e+00 1.019262179260063350e+00 1.040237659171191487e+00 1.031410554350550735e+00 1.025590569971816857e+00 1.002254630072613617e+00
1.005216279497507026e+00 1.011664357634523448e+00 9.997005973967119097e-01 9.846486325704697506e-01 1.054889301157672099e+00 1.053078424994049467e+00 1.030095206551727705e+00 1.019438468859218627e+00 1.088934369891145781e+00 9.972433447482245139e-01 1.018673836769337981e+00 1.019262179260063350e+00 1.040237659171191487e+00 1.027659114129336526e+00 1.022316074553806464e+00 1.005511646464871456e+00
