3.306045795801029197e-01 -8.431279078336972876e-01 -9.975410487854778907e-01 1.219493536820595581e-01 -1.454304420660263109e+00 4.009392270894330812e-01 -3.156953993913158563e-01 -4.354084896555159845e-01 3.081248533966732817e-01 -9.080111572492466365e-01 -5.624506655002475819e-01 -1.429697797867018616e-01 -3.435145305907005842e-02 2.297583052485051847e-01 1.893411995151978999e-01 -1.364050679277259093e+00 6.014493381615826362e-01 5.297368459231432958e-02 -1.767254886911541201e-01 8.732752870167062587e-02 1.528182590840652111e+00 -8.890748574072012689e-01 -1.367748490455775290e+00 -6.316438123690624185e-01 -1.335292445521865101e-01 5.877258666337907833e-01 -5.810278710940331992e-01 3.678561241629719758e-01 7.260911098047496681e-01 3.422921902280542383e-01 -9.196826178221976233e-01 -4.097265468097197050e-01
3.306045795801029197e-01 -6.611103916440580486e-01 -1.126061060192244057e+00 -6.711751529663623206e-02 -1.454304420660263109e+00 4.009392270894330812e-01 -3.156953993913158563e-01 -3.665905930324659945e-01 3.081248533966732817e-01 -9.080111572492466365e-01 -4.797258651849577449e-01 -1.429697797867018616e-01 -1.262076661347826256e-01 2.297583052485051847e-01 1.893411995151978999e-01 -1.277133831380577123e+00 5.899164581872117230e-01 1.151485709390983603e-01 -2.490213831512722020e-01 1.209203592458009680e-01 1.580647693647477148e+00 -8.890748574072012689e-01 -1.367748490455775290e+00 -6.316438123690624185e-01 -1.335292445521865101e-01 8.659854917692704213e-01 -2.825502591646874562e-01 3.579746609854932982e-01 8.347109119839728475e-01 3.422921902280542383e-01 -9.196826178221976233e-01 -4.097265468097197050e-01
3.306045795801029197e-01 -6.611103916440580486e-01 -1.126061060192244057e+00 -6.711751529663623206e-02 -1.454304420660263109e+00 4.009392270894330812e-01 -3.156953993913158563e-01 -3.665905930324659945e-01 3.081248533966732817e-01 -9.080111572492466365e-01 -4.797258651849577449e-01 -1.429697797867018616e-01 -1.262076661347826256e-01 5.732271706816383094e-02 1.893411995151978999e-01 -1.277133831380577123e+00 5.899164581872117230e-01 8.803636791917654469e-02 -2.490213831512722020e-01 2.910667516030896462e-01 1.580647693647477148e+00 -1.000608200917768142e+00 -1.403739232885128585e+00 -6.316438123690624185e-01 -1.526558875797131565e-01 8.659854917692704213e-01 -2.825502591646874562e-01 3.579746609854932982e-01 8.347109119839728475e-01 3.422921902280542383e-01 -9.196826178221976233e-01 -4.094292157068566418e-01
3.306045795801029197e-01 -6.611103916440580486e-01 -1.126061060192244057e+00 -8.696848041421219311e-02 -1.454304420660263109e+00 4.009392270894330812e-01 2.646925746567608817e-01 -3.665905930324659945e-01 2.454096220150187024e-01 -9.080111572492466365e-01 -7.269981788238273346e-01 -1.429697797867018616e-01 -1.262076661347826256e-01 -5.394309036583240236e-01 1.893411995151978999e-01 -1.277133831380577123e+00 9.423538787802925309e-01 8.803636791917654469e-02 -3.579920602321872147e-01 2.910667516030896462e-01 1.846442586934009089e+00 -1.000608200917768142e+00 -1.403739232885128585e+00 -6.316438123690624185e-01 -1.526558875797131565e-01 1.055140550840713676e+00 -2.825502591646874562e-01 3.579746609854932982e-01 7.257343101233255656e-01 3.543243816653837142e-01 -9.517771580750244986e-01 -4.094292157068566418e-01
2.603882319331307649e-01 -6.611103916440580486e-01 -1.126061060192244057e+00 -8.696848041421219311e-02 -1.454304420660263109e+00 4.009392270894330812e-01 2.709681502114640317e-01 -3.665905930324659945e-01 2.454096220150187024e-01 -9.080111572492466365e-01 -7.269981788238273346e-01 -1.429697797867018616e-01 -1.599198393070162261e-01 -5.235211429629671454e-01 1.726780314745592904e-01 -1.277133831380577123e+00 9.423538787802925309e-01 3.763305294248597832e-02 -3.579920602321872147e-01 2.910667516030896462e-01 1.846442586934009089e+00 -8.979699057423705666e-01 -1.403739232885128585e+00 -3.403000063755086124e-01 -1.526558875797131565e-01 1.055140550840713676e+00 -2.542002246158031609e-01 1.075598134053953603e-01 7.257343101233255656e-01 3.543243816653837142e-01 -9.517771580750244986e-01 -4.094292157068566418e-01
2.515311609485755273e-01 -6.611103916440580486e-01 -1.126061060192244057e+00 -1.065341951463136816e-01 -1.454304420660263109e+00 4.009392270894330812e-01 4.180580695595295104e-01 -3.665905930324659945e-01 2.454096220150187024e-01 -9.002858283741301815e-01 -4.072211336294437878e-01 -1.821650427209232648e-01 -1.599198393070162261e-01 -5.235211429629671454e-01 5.405189291321986778e-01 -1.277133831380577123e+00 9.423538787802925309e-01 3.763305294248597832e-02 -3.579920602321872147e-01 -3.591960694965800061e-01 1.895180423746428033e+00 -8.979699057423705666e-01 -1.403739232885128585e+00 -1.943499773558258759e-01 -2.962671503381250626e-01 1.055140550840713676e+00 -5.421839083864741227e-01 1.075598134053953603e-01 3.749548869712970856e-01 2.721635695268108668e-01 -9.517771580750244986e-01 -5.351076048998897328e-01
4.240675171301300228e-01 -6.611103916440580486e-01 -9.509034632324796510e-01 -1.065341951463136816e-01 -1.454304420660263109e+00 4.009392270894330812e-01 4.180580695595295104e-01 -9.916084676479418603e-01 2.454096220150187024e-01 -7.964228896643790190e-01 -5.691074517231999863e-01 -1.821650427209232648e-01 -1.599198393070162261e-01 -3.187260588256648486e-01 5.405189291321986778e-01 -1.277133831380577123e+00 9.423538787802925309e-01 3.763305294248597832e-02 -3.579920602321872147e-01 -1.700596759613012821e-01 1.895180423746428033e+00 -8.979699057423705666e-01 -1.403739232885128585e+00 -1.943499773558258759e-01 -5.624881818984409643e-01 1.055140550840713676e+00 -5.421839083864741227e-01 1.075598134053953603e-01 4.103745260020036367e-01 2.721635695268108668e-01 -9.517771580750244986e-01 -7.489444856992032440e-01
4.240675171301300228e-01 -6.611103916440580486e-01 -9.509034632324796510e-01 -4.111581029436897072e-01 -1.378046785268067786e+00 4.636087964339379308e-01 4.180580695595295104e-01 -1.426133961673694772e+00 2.264612332799655903e-01 -8.136897690084596846e-01 -5.691074517231999863e-01 1.672792328793282213e-02 -1.599198393070162261e-01 -3.187260588256648486e-01 5.405189291321986778e-01 -1.277133831380577123e+00 9.423538787802925309e-01 3.763305294248597832e-02 -3.579920602321872147e-01 -1.700596759613012821e-01 1.895180423746428033e+00 -8.738553185200321760e-01 -1.403739232885128585e+00 -1.943499773558258759e-01 -5.610458638947114496e-01 1.055140550840713676e+00 -4.334844481707020303e-01 1.514618329020919196e-01 3.626077353984500373e-01 2.721635695268108668e-01 -9.517771580750244986e-01 -5.993722620233623566e-01
4.240675171301300228e-01 -7.129011068934465456e-01 -9.509034632324796510e-01 -4.111581029436897072e-01 -1.380554764597899942e+00 4.636087964339379308e-01 4.180580695595295104e-01 -1.363045199616839120e+00 2.264612332799655903e-01 -8.136897690084596846e-01 -5.691074517231999863e-01 1.672792328793282213e-02 -1.637564318959072729e-02 -5.546240943850397898e-01 5.405189291321986778e-01 -1.277133831380577123e+00 9.423538787802925309e-01 3.763305294248597832e-02 -3.579920602321872147e-01 -2.645473390757125953e-01 1.895180423746428033e+00 -8.738553185200321760e-01 -1.400528806674633531e+00 -3.680006209276919238e-01 -5.610458638947114496e-01 1.055140550840713676e+00 -4.275842804817985288e-01 1.151187824514696700e-01 3.626077353984500373e-01 2.721635695268108668e-01 -9.517771580750244986e-01 -5.298225783505452480e-01
4.240675171301300228e-01 -8.992836484369525207e-01 -9.509034632324796510e-01 -3.593744064749260780e-01 -1.380554764597899942e+00 4.636087964339379308e-01 1.565730886732714655e-01 -1.363045199616839120e+00 2.264612332799655903e-01 -7.668292120531922107e-01 -3.541977916710764562e-01 7.539581353120999863e-02 -1.298195609198649070e-02 -5.546240943850397898e-01 4.536339912484435577e-01 -1.277133831380577123e+00 9.205408947964325295e-01 7.110919404371318642e-02 -4.060305234466358160e-01 -1.644146742065512035e-01 1.895180423746428033e+00 -8.738553185200321760e-01 -1.244559079819488989e+00 -3.680006209276919238e-01 -6.027259364024539767e-01 1.108997033725276360e+00 -6.666666546770587676e-01 1.151187824514696700e-01 3.626077353984500373e-01 2.721635695268108668e-01 -9.517771580750244986e-01 -5.298225783505452480e-01
4.240675171301300228e-01 -9.014321186016722720e-01 -9.509034632324796510e-01 -2.328562587967607511e-01 -1.380554764597899942e+00 5.761191485037098214e-02 1.565730886732714655e-01 -1.225382835261701775e+00 2.264612332799655903e-01 -2.678199495167284949e-01 -3.541977916710764562e-01 7.539581353120999863e-02 -1.298195609198649070e-02 -5.546240943850397898e-01 3.750635878518190358e-01 -1.277133831380577123e+00 9.205408947964325295e-01 7.110919404371318642e-02 -4.060305234466358160e-01 -2.193186074202669866e-01 1.895180423746428033e+00 -8.738553185200321760e-01 -1.228199063852213335e+00 -3.671075661993354888e-01 -7.022857380820111128e-01 1.108997033725276360e+00 -4.139214398303845410e-01 1.093286211513790490e-01 3.714080475035773654e-01 2.325799293418565616e-01 -9.517771580750244986e-01 -5.298225783505452480e-01
4.466219937384582339e-01 -9.014321186016722720e-01 -1.116678581310464047e+00 -2.328562587967607511e-01 -1.346369660649171962e+00 5.761191485037098214e-02 6.375787573014485288e-02 -1.225382835261701775e+00 2.264612332799655903e-01 -1.183751668861108275e+00 -5.567939258575629324e-01 -3.467478155276004781e-02 -1.298195609198649070e-02 -5.546240943850397898e-01 3.750635878518190358e-01 -1.277133831380577123e+00 9.205408947964325295e-01 7.110919404371318642e-02 -4.060305234466358160e-01 -3.828914401651171695e-01 1.242670822014357856e+00 -8.738553185200321760e-01 -1.228199063852213335e+00 -3.671075661993354888e-01 -8.805891085734309787e-01 1.330465610906824026e+00 -2.546328531666457451e-01 2.502186296349027117e-01 5.575708555865908078e-01 2.086406549598611160e-01 -5.647108713541264535e-01 -5.298225783505452480e-01
