2.5 0.17049851
7.5 -0.057035629
12.5 -0.11684674
17.5 -0.092936811
22.5 -0.074161473
27.5 -0.052945111
32.5 -0.04022206
37.5 -0.036993963
42.5 -0.033990336
47.5 -0.024662001
52.5 -0.019728068
57.5 -0.016870501
62.5 -0.013361525
67.5 -0.01412789
72.5 -0.0096466562
77.5 -0.0074643706
82.5 -0.0040195884
87.5 -0.0061434839
92.5 -0.0044067345
97.5 -0.0040710488
102.5 -0.003219761
107.5 -0.0043847719
112.5 -0.0038618935
117.5 -0.0025609223
122.5 -0.0030635573
127.5 -0.0026258459
132.5 -0.0018249159
137.5 -0.0016383756
142.5 -0.0015209029
147.5 0.0012374145
152.5 2.8595391e-05
157.5 -0.0019567136
162.5 -0.00097555276
167.5 -0.0008016164
172.5 -0.0012385427
177.5 -0.00059269344
182.5 -0.0017016724
187.5 -0.0011179109
192.5 -0.0014056814
197.5 -0.00094438938
