4.000000000000e+00 8.392239159700e-02 2.042157866558e-02
1.200000000000e+01 -1.011491920840e-01 8.081929117636e-03
2.000000000000e+01 -7.110771960900e-02 5.466639856746e-03
2.800000000000e+01 -4.743458692600e-02 4.155612567592e-03
3.600000000000e+01 -3.310910661100e-02 3.779766341864e-03
4.400000000000e+01 -2.413797079900e-02 3.379474456657e-03
5.200000000000e+01 -1.827137789710e-02 3.102149453189e-03
6.000000000000e+01 -1.414128944030e-02 2.825173069962e-03
6.800000000000e+01 -1.101964919300e-02 2.616027857014e-03
7.600000000000e+01 -8.600929820230e-03 2.492362745298e-03
8.400000000000e+01 -6.576788804140e-03 2.384371731900e-03
9.200000000000e+01 -5.202347571220e-03 2.287066853066e-03
1.000000000000e+02 -4.062666139578e-03 2.141158615107e-03
1.080000000000e+02 -3.473740219603e-03 2.086784459906e-03
1.160000000000e+02 -3.085113058590e-03 1.922369786178e-03
1.240000000000e+02 -2.792553973903e-03 1.872032754969e-03
1.320000000000e+02 -2.610997140527e-03 1.754821991661e-03
1.400000000000e+02 -2.283850234990e-03 1.731055723508e-03
1.480000000000e+02 -1.955941775336e-03 1.660923492757e-03
1.560000000000e+02 -1.606172268871e-03 1.604071907883e-03
1.640000000000e+02 -1.401706788715e-03 1.496998853171e-03
1.720000000000e+02 -1.145584839804e-03 1.559706001767e-03
1.800000000000e+02 -9.332165718708e-04 1.505287087780e-03
1.880000000000e+02 -8.005336998197e-04 1.404464553411e-03
1.960000000000e+02 -7.274504275460e-04 1.366669820164e-03
