2.500000 0.408566
7.500000 -0.143952
12.500000 -0.123110
17.500000 -0.091228
22.500000 -0.059943
27.500000 -0.045677
32.500000 -0.032393
37.500000 -0.025740
42.500000 -0.022055
47.500000 -0.011359
52.500000 -0.012812
57.500000 -0.006780
62.500000 -0.002736
67.500000 -0.007542
72.500000 -0.001922
77.500000 -0.003112
82.500000 0.001058
87.500000 -0.000201
92.500000 0.000864
97.500000 0.000729
102.500000 0.001753
107.500000 0.002997
112.500000 0.003924
117.500000 0.003768
122.500000 0.001318
127.500000 0.004608
132.500000 0.005191
137.500000 0.004399
142.500000 0.005297
147.500000 0.004395
152.500000 0.003942
157.500000 0.003860
162.500000 0.003384
167.500000 0.002972
172.500000 0.003107
177.500000 0.002103
182.500000 0.001276
187.500000 0.002046
192.500000 0.002121
197.500000 0.000251
