2.500000000000e+00 2.103384360230e-01 4.714924587293e-02
7.500000000000e+00 -2.994063686258e-02 1.486596201209e-02
1.250000000000e+01 -1.063962811770e-01 8.838230084459e-03
1.750000000000e+01 -8.204279649200e-02 6.983741074894e-03
2.250000000000e+01 -6.305316239400e-02 5.674819310080e-03
2.750000000000e+01 -4.881319940300e-02 4.625578265001e-03
3.250000000000e+01 -3.881810834200e-02 4.234084888343e-03
3.750000000000e+01 -3.117288889000e-02 4.084913020663e-03
4.250000000000e+01 -2.554911809600e-02 3.673057262732e-03
4.750000000000e+01 -2.136993419400e-02 3.575860526757e-03
5.250000000000e+01 -1.793607473420e-02 3.257040176777e-03
5.750000000000e+01 -1.538788575580e-02 3.096208350867e-03
6.250000000000e+01 -1.309504992250e-02 2.889945945241e-03
6.750000000000e+01 -1.123015862080e-02 2.769684122414e-03
7.250000000000e+01 -9.554352205710e-03 2.719418511411e-03
7.750000000000e+01 -8.214030076400e-03 2.581348740740e-03
8.250000000000e+01 -6.983117417930e-03 2.468805532533e-03
8.750000000000e+01 -5.857703069736e-03 2.521742591795e-03
9.250000000000e+01 -5.074676829958e-03 2.346292679027e-03
9.750000000000e+01 -4.467346904488e-03 2.228448031829e-03
1.025000000000e+02 -3.755799082453e-03 2.252333507947e-03
1.075000000000e+02 -3.515027516163e-03 2.218661484139e-03
1.125000000000e+02 -3.286368093161e-03 2.063015117226e-03
1.175000000000e+02 -2.971051428999e-03 1.984765647284e-03
1.225000000000e+02 -2.808079046922e-03 1.987671937337e-03
1.275000000000e+02 -2.733556538036e-03 1.888948243137e-03
1.325000000000e+02 -2.613752376386e-03 1.818142606533e-03
1.375000000000e+02 -2.417746231379e-03 1.842006816805e-03
1.425000000000e+02 -2.182443411151e-03 1.758565131276e-03
1.475000000000e+02 -1.942341711742e-03 1.749320840757e-03
1.525000000000e+02 -1.789891573933e-03 1.697666645991e-03
1.575000000000e+02 -1.523719727395e-03 1.659025604657e-03
1.625000000000e+02 -1.434715358218e-03 1.558578814606e-03
1.675000000000e+02 -1.304943041263e-03 1.594010148478e-03
1.725000000000e+02 -1.125919150392e-03 1.630980559917e-03
1.775000000000e+02 -1.000308124340e-03 1.581083646599e-03
1.825000000000e+02 -8.518709508226e-04 1.529100352095e-03
1.875000000000e+02 -8.365549111932e-04 1.451941657123e-03
1.925000000000e+02 -7.669978061398e-04 1.426687355985e-03
1.975000000000e+02 -6.961973712303e-04 1.434391529785e-03
