2.500000 0.431519
7.500000 -0.140528
12.500000 -0.115714
17.500000 -0.098187
22.500000 -0.061017
27.500000 -0.048219
32.500000 -0.033534
37.500000 -0.023243
42.500000 -0.019769
47.500000 -0.012161
52.500000 -0.016172
57.500000 -0.006459
62.500000 -0.006061
67.500000 -0.009065
72.500000 -0.004054
77.500000 -0.005226
82.500000 -0.000664
87.500000 -0.001904
92.500000 -0.000994
97.500000 -0.000751
102.500000 0.001540
107.500000 0.001695
112.500000 0.003547
117.500000 0.003641
122.500000 0.001773
127.500000 0.003589
132.500000 0.004913
137.500000 0.004752
142.500000 0.004848
147.500000 0.002873
152.500000 0.004648
157.500000 0.002346
162.500000 0.003668
167.500000 0.002927
172.500000 0.002481
177.500000 0.001693
182.500000 0.002498
187.500000 0.002446
192.500000 0.001992
197.500000 0.000088
