2.500000 0.364848
7.500000 -0.135146
12.500000 -0.114874
17.500000 -0.089553
22.500000 -0.061037
27.500000 -0.044254
32.500000 -0.033831
37.500000 -0.025105
42.500000 -0.017835
47.500000 -0.009572
52.500000 -0.012470
57.500000 -0.007170
62.500000 -0.006392
67.500000 -0.007715
72.500000 -0.003489
77.500000 -0.003613
82.500000 0.000106
87.500000 -0.000747
92.500000 -0.000626
97.500000 -0.002011
102.500000 -0.001210
107.500000 -0.002742
112.500000 0.000228
117.500000 0.002031
122.500000 0.000024
127.500000 0.001986
132.500000 0.001872
137.500000 0.000751
142.500000 0.002069
147.500000 0.000668
152.500000 0.001153
157.500000 0.000270
162.500000 0.000040
167.500000 0.000831
172.500000 0.001014
177.500000 0.000498
182.500000 -0.000053
187.500000 0.000675
192.500000 0.000656
197.500000 0.000931
