2.500000 0.371360
7.500000 -0.123931
12.500000 -0.116465
17.500000 -0.096013
22.500000 -0.061574
27.500000 -0.044310
32.500000 -0.036672
37.500000 -0.028877
42.500000 -0.010749
47.500000 -0.009987
52.500000 -0.008810
57.500000 -0.006060
62.500000 -0.006934
67.500000 -0.003983
72.500000 -0.001640
77.500000 -0.000199
82.500000 0.000298
87.500000 -0.000908
92.500000 -0.000080
97.500000 -0.004934
102.500000 -0.003825
107.500000 -0.007716
112.500000 -0.002662
117.500000 -0.000317
122.500000 -0.000841
127.500000 0.000521
132.500000 0.000047
137.500000 -0.003400
142.500000 -0.001544
147.500000 -0.002840
152.500000 -0.002178
157.500000 -0.001510
162.500000 -0.003539
167.500000 -0.000707
172.500000 -0.000669
177.500000 -0.000123
182.500000 -0.001358
187.500000 -0.000430
192.500000 0.000265
197.500000 0.000496
