2.500000 1.917238
7.500000 0.592343
12.500000 0.244697
17.500000 0.140123
22.500000 0.072101
27.500000 0.050901
32.500000 0.034477
37.500000 0.022852
42.500000 0.019168
47.500000 0.011367
52.500000 0.009677
57.500000 0.008201
62.500000 0.007000
67.500000 0.006449
72.500000 0.005095
77.500000 0.002199
82.500000 0.001940
87.500000 0.000251
92.500000 0.000771
97.500000 -0.000978
102.500000 0.000673
107.500000 -0.000878
112.500000 -0.000538
117.500000 -0.001503
122.500000 -0.001117
127.500000 -0.000420
132.500000 -0.001163
137.500000 -0.001386
142.500000 -0.000535
147.500000 -0.001787
152.500000 -0.002111
157.500000 -0.000553
162.500000 -0.000462
167.500000 -0.000364
172.500000 -0.000642
177.500000 0.000059
182.500000 0.000746
187.500000 0.000172
192.500000 0.000123
197.500000 0.000723
