4.000000 -0.009336
12.000000 -0.112911
20.000000 -0.073425
28.000000 -0.042432
36.000000 -0.027782
44.000000 -0.014767
52.000000 -0.010917
60.000000 -0.006880
68.000000 -0.006071
76.000000 -0.003720
84.000000 -0.000576
92.000000 -0.000326
100.000000 -0.001771
108.000000 -0.002135
116.000000 0.001679
124.000000 0.000542
132.000000 0.002006
140.000000 0.001629
148.000000 0.001051
156.000000 0.000312
164.000000 0.000689
172.000000 0.000781
180.000000 0.000277
188.000000 0.000180
196.000000 0.000994
