1.661166790386661230e-04 3.074779125985124221e-05 1.670112289272729689e-05 1.049539028285337514e-05 6.514009523004172211e-06 4.158020453891112768e-06 2.519941300537877464e-06 1.529619526956070264e-06 1.354443935969267773e-06 5.557787568257687723e-07 2.688505856957744422e-07 -3.247764338094395654e-07 -7.215072843000146507e-08 2.116473246121763866e-07 3.295445675704303892e-07 4.121382471061335760e-07 3.652596707353010930e-07 3.359476416239792677e-07 3.035472197203428764e-07 1.144362014531942261e-07 5.450385611711550343e-08 -4.022735616726322004e-08 7.606502146869751206e-08 1.783242868222281311e-08 -2.174831703825052002e-07 4.908925515918688587e-06 -1.737470926844476092e-05 -1.361721193587451200e-05 -1.280564579712948408e-05 -7.244750160249115901e-06 -6.082627367501235840e-06 -6.163024587584715786e-06 -6.085516834598549358e-06 -3.602444126237558644e-06 -4.491879464278640144e-06 -4.457612225741578280e-06 -3.739178792667032372e-06 -2.295100046622242062e-06 -1.532491275239813609e-06 -1.646111689951810658e-06 -1.192271423012853085e-06 -7.025441452304771264e-07 -2.050705248545645170e-07 3.616366338582063869e-07 1.649933495440754366e-07 1.456938613402977162e-07 -4.992812262480302871e-08 -5.526612195047870102e-07 -4.502191844874283607e-07 -2.307411846417304453e-07
3.074779125985124221e-05 2.504972304810392737e-05 1.020262102656927241e-05 6.669023441661155616e-06 4.123207155082109240e-06 2.825263500762690937e-06 1.984075441446973723e-06 1.121401031884949322e-06 9.053689587649174362e-07 5.218022830968519148e-07 2.482646087628725617e-07 1.223071561658553986e-07 1.080464945504874722e-07 8.031536063031589880e-08 -1.483376991071802483e-07 -1.500085848036550168e-07 -1.340965248428379439e-07 -3.338473090861085695e-08 -6.995505158626922863e-08 -6.346154456035091698e-08 -3.558845311667204159e-08 -3.095819956139403401e-08 4.378101918852681259e-08 -2.181221047934387037e-08 -2.999819219758208827e-09 -3.868018793480333140e-08 -5.565618146973711901e-06 -4.503581172332857115e-06 -4.971855757006730643e-06 -3.445702903346428792e-06 -3.577735999324933166e-06 -3.484952426734621187e-06 -3.441900577207497984e-06 -2.723172206456097815e-06 -2.760032041028474618e-06 -2.576138235758245354e-06 -2.309657411892645541e-06 -1.566279025546528081e-06 -1.127786601767815059e-06 -1.128260126801772430e-06 -6.796362092893244077e-07 -5.570767162563201718e-07 -4.204189828186181302e-07 -2.819608922270286772e-07 -4.254999144251453155e-07 -2.277046582861706801e-07 -3.648834772799108077e-07 -2.501344343049675102e-07 -2.089409949250300665e-07 -3.236346608888611382e-07
1.670112289272729689e-05 1.020262102656927241e-05 1.100760508358671197e-05 6.086482462933326329e-06 3.974880768726791917e-06 2.743442868561526869e-06 1.785890211882674913e-06 1.164058120464826395e-06 9.647724100927021808e-07 6.351077133672165126e-07 2.983857480205164035e-07 2.050890367555795833e-07 1.100930728075598636e-07 1.449245057669954410e-07 8.792046018629662151e-11 -1.564368157017012547e-08 -7.398894457549472195e-08 -2.164151263015286379e-08 -5.996798030349757445e-08 -5.968116178262972874e-08 -1.268960460293822312e-07 -6.890614844466469191e-08 -1.146961015747228323e-08 -3.621490505207567479e-08 -1.088060885898944504e-08 -1.381413317452063332e-06 -2.344103342386514454e-06 -1.888352692860053660e-06 -2.580509486001446737e-06 -2.430043999747927202e-06 -2.738799624510783154e-06 -2.524266256720626100e-06 -2.274729612406677733e-06 -1.879510452734512851e-06 -1.604625304638476443e-06 -1.704614917032330782e-06 -1.567868724296117319e-06 -1.228569101335136437e-06 -9.705328890924348464e-07 -8.977618615919421338e-07 -7.727242463666414905e-07 -5.101219518570184080e-07 -3.385776623198041656e-07 -2.429710385747883701e-07 -3.303576569969061319e-07 -3.483532397902690502e-07 -3.129901704559921735e-07 -3.834834150258048489e-07 -1.957150923599474107e-07 -2.658015097889330308e-07
1.049539028285337514e-05 6.669023441661155616e-06 6.086482462933326329e-06 7.149275211808756657e-06 4.220433618849878179e-06 2.899807746586377722e-06 1.969570705090538601e-06 1.301449653888629209e-06 9.889142198113991022e-07 6.777127874519974238e-07 4.219219979030065257e-07 3.084155245710721219e-07 1.856000648122955320e-07 1.521854089145953989e-07 5.718963085862498267e-08 4.641383744924337115e-08 1.750556453589878770e-09 -2.217940575306064015e-08 -3.763009734627542794e-08 -1.734236865734014923e-08 -5.516217456550145379e-08 -2.087340711854140573e-08 1.622351359783182795e-08 -2.759798293699830603e-08 -1.537851137861193967e-08 -1.620115486439472048e-06 -1.193711123237342348e-06 -1.072978761257856386e-06 -1.628941895589567772e-06 -1.487100053429913480e-06 -2.102266585349194829e-06 -1.906168332485584678e-06 -1.802719690704661081e-06 -1.646716101030655720e-06 -1.553266753970880399e-06 -1.781266108598624738e-06 -1.565704784020938112e-06 -1.368068579726196419e-06 -1.139130988763961879e-06 -8.055617027372405912e-07 -5.432813251582792968e-07 -5.152177899100087919e-07 -3.158140920469243955e-07 -1.935040468679792167e-07 -2.728952147099125190e-07 -2.712407759590625219e-07 -2.418963657789427858e-07 -2.551840521849789930e-07 -2.141671198951614349e-07 -3.006520481797651670e-07
6.514009523004172211e-06 4.123207155082109240e-06 3.974880768726791917e-06 4.220433618849878179e-06 4.737240907727415366e-06 2.959824894068633712e-06 2.040325038377881045e-06 1.371767742250165697e-06 1.073690443679575321e-06 7.406163107589997862e-07 4.978613900166696603e-07 3.065369036396671382e-07 1.625052731028346927e-07 9.327537569746334354e-08 2.123851903435985643e-08 -6.674267773295375625e-09 -1.110457776328765838e-08 -4.368666610089026519e-08 -4.336768702444166950e-08 -3.826629891012124068e-08 -7.330829007374846229e-08 -6.305258121343752362e-08 9.124455818850945767e-09 -1.707855507912032590e-08 -1.454949880976981562e-08 -1.960055719380401727e-07 -7.125679385374748225e-07 -3.379077051519503250e-07 -7.539955509576154869e-07 -6.466279790280525020e-07 -1.192301265562867408e-06 -1.290132782972136384e-06 -1.308026680968407495e-06 -1.230645578098524197e-06 -1.351896514583478205e-06 -1.519659746530516556e-06 -1.518720944147591805e-06 -1.361554015441129431e-06 -1.128108633396232827e-06 -9.389792926347257079e-07 -7.464258266371333593e-07 -6.572561479299929388e-07 -5.190331459334684074e-07 -3.160984691313588587e-07 -3.988593265161502761e-07 -3.304591338412348883e-07 -3.459338951758627495e-07 -2.907935015631484450e-07 -2.160874309776314974e-07 -2.664066082715798778e-07
4.158020453891112768e-06 2.825263500762690937e-06 2.743442868561526869e-06 2.899807746586377722e-06 2.959824894068633712e-06 3.356450763498685755e-06 2.189915568711224053e-06 1.508984762014510805e-06 1.112507704334328917e-06 7.006199816913998218e-07 4.196574659100096381e-07 2.581975192390517253e-07 1.327266900372017483e-07 1.034801904972782188e-07 3.360723657737290159e-08 9.066692418984364765e-09 1.325869582742550122e-08 -1.912294791525908035e-08 -2.837000011005743128e-08 -3.996902827824102674e-08 -6.569250112686023810e-08 -6.780086892059264713e-08 -1.172531047730948668e-08 -3.827785270411255480e-08 -2.653752900499713825e-08 1.018856479355250798e-07 3.235740995273665491e-07 -1.519099636933979391e-07 -4.052815678958080226e-07 -6.442830080456553825e-11 -2.942280766966404645e-07 -4.863065994110122717e-07 -9.070006739198522257e-07 -1.111124899553182020e-06 -1.200390268447972893e-06 -1.310701966678885832e-06 -1.255999269872844284e-06 -1.045930160902280824e-06 -9.131209120508031696e-07 -7.290492182043548006e-07 -5.833157975235576409e-07 -4.775387037637900234e-07 -4.121387831525117389e-07 -3.240379925759545616e-07 -3.570743739476600261e-07 -3.231720948867552725e-07 -3.528487434923513268e-07 -3.249517510633846471e-07 -2.116892005376680812e-07 -2.645897914797442132e-07
2.519941300537877464e-06 1.984075441446973723e-06 1.785890211882674913e-06 1.969570705090538601e-06 2.040325038377881045e-06 2.189915568711224053e-06 2.507202573502386485e-06 1.613867037906454515e-06 1.156820286425566701e-06 7.838974068749700380e-07 4.702391661537603552e-07 2.853853910509757660e-07 2.192575858777152537e-07 1.364552425094188405e-07 8.484884871756341746e-08 4.073198600444302452e-08 1.512791821597604585e-08 -2.445976967262681314e-09 -2.031370397260262078e-08 -3.292086647517464842e-08 -6.166413518881387666e-08 -6.887856141954403460e-08 -2.981063776181647115e-08 -4.738883779102908690e-08 -5.681162256097558564e-08 -1.045427951611622417e-06 2.756381789928982347e-08 -1.647701909933485584e-07 -3.180613320748332350e-07 1.191002587962046811e-07 6.011939326031228963e-08 8.266870733065026270e-08 -4.146491045132616289e-07 -7.715512630982464772e-07 -9.693172428708392860e-07 -1.193254743970227875e-06 -1.115105357324103158e-06 -9.278403427588443753e-07 -8.236928647855351779e-07 -6.859398008207290032e-07 -6.198858517702610689e-07 -6.407118422449994454e-07 -5.126462049396737569e-07 -4.034316889464086944e-07 -4.191175025550996552e-07 -3.397968426312180492e-07 -3.963771877738508025e-07 -3.695288737670961077e-07 -2.877781642512280767e-07 -2.885700811437605215e-07
1.529619526956070264e-06 1.121401031884949322e-06 1.164058120464826395e-06 1.301449653888629209e-06 1.371767742250165697e-06 1.508984762014510805e-06 1.613867037906454515e-06 1.883894143015931959e-06 1.279827368938018236e-06 9.320060851849186001e-07 6.111172905097535319e-07 3.540253113587457024e-07 2.769431196016178847e-07 1.443276564290832171e-07 8.621494669344018243e-08 4.911038858781442767e-08 2.681782923484415362e-08 -1.645627212684442390e-08 -4.380159491111556107e-10 -7.869569679980944209e-09 -5.668063354428393839e-08 -7.492859292877848013e-08 -5.640727609873591627e-08 -6.180618385165093759e-08 -6.195653040531845308e-08 6.173767376963054548e-07 5.167453842000204406e-08 -9.258769107340223317e-08 -1.956689940044880386e-07 2.382822420466391364e-07 1.839618173335718062e-07 3.664242670134240844e-07 1.925580832322044536e-07 -1.182036002165249237e-07 -3.866687288566954217e-07 -6.694233107267063696e-07 -7.966023526024546006e-07 -7.443704007480085583e-07 -7.852930391452337238e-07 -6.750667146316717108e-07 -6.057258823230265519e-07 -6.681930126613254970e-07 -5.132006344428509402e-07 -3.989980953520851638e-07 -4.260964840185760560e-07 -3.352249837521737046e-07 -4.216625916410609585e-07 -3.714227556698571744e-07 -2.928666497887475731e-07 -2.382161962983856099e-07
1.354443935969267773e-06 9.053689587649174362e-07 9.647724100927021808e-07 9.889142198113991022e-07 1.073690443679575321e-06 1.112507704334328917e-06 1.156820286425566701e-06 1.279827368938018236e-06 1.522062002206355035e-06 1.070074211858769305e-06 7.638885521171010160e-07 5.003003039013958797e-07 3.660102296352305225e-07 2.400321497928903096e-07 1.651998158701509522e-07 1.273236392264024272e-07 9.969672312947492549e-08 2.923992263933143650e-08 2.106496534616457367e-08 -3.778522987101279317e-09 -2.448213483568310627e-08 -3.589359867679768949e-08 -3.231069086969152632e-08 -5.756537507804171484e-08 -5.225888354024307718e-08 1.168258689223940122e-06 4.867781223838703410e-07 -1.242330556623586807e-07 -1.438409893661749476e-07 2.592963102392409164e-07 5.339761077883201248e-08 2.952024433593633803e-07 2.755320560486592633e-07 1.904151138013864883e-07 -6.101637958957448403e-08 -3.998703343940305558e-07 -5.419012405098388719e-07 -5.194904961485948850e-07 -6.002569280310240936e-07 -5.842005198790002156e-07 -5.202401408160434363e-07 -5.165516915966464573e-07 -4.495926211939733734e-07 -3.319144067970523459e-07 -3.534578330945814102e-07 -2.923972678084320512e-07 -3.405440286941642568e-07 -3.508873509739908078e-07 -3.406899982657845473e-07 -2.964208488032375941e-07
5.557787568257687723e-07 5.218022830968519148e-07 6.351077133672165126e-07 6.777127874519974238e-07 7.406163107589997862e-07 7.006199816913998218e-07 7.838974068749700380e-07 9.320060851849186001e-07 1.070074211858769305e-06 1.326171242143100051e-06 8.805262034385957260e-07 6.019335431173547524e-07 4.564597524524488422e-07 3.068969765845657769e-07 2.446185172571069479e-07 1.612355188985830553e-07 1.210959536050112848e-07 4.884942320308725521e-08 3.388983809973832379e-08 2.763450050661794143e-08 -2.282065475687374314e-08 -3.936786201179283066e-08 -4.870938938000446842e-08 -5.188684194410603216e-08 -5.307924005442588905e-08 1.557603322708489808e-06 5.730448643267287353e-07 -1.957997324222369247e-07 7.365651955358929941e-08 2.395957963426025906e-07 4.269508240568194924e-08 2.789053028165299197e-07 3.018129437717934548e-07 3.621268274759700528e-07 3.571616456254468402e-07 4.424702473718735070e-09 -2.199774467698547080e-07 -3.103954771471572352e-07 -4.161366557335275761e-07 -4.348341227457989116e-07 -4.838496672370882190e-07 -4.980109822244207037e-07 -5.007487368714917661e-07 -4.052551812966051099e-07 -3.737888619205204784e-07 -3.217177919613052412e-07 -3.607375026801098889e-07 -3.685634094117868053e-07 -3.365453146311395232e-07 -2.939462814853066444e-07
