2.500000 1.891811
7.500000 0.578270
12.500000 0.248171
17.500000 0.141918
22.500000 0.086691
27.500000 0.053977
32.500000 0.036755
37.500000 0.025695
42.500000 0.018012
47.500000 0.013850
52.500000 0.012192
57.500000 0.009338
62.500000 0.005249
67.500000 0.004843
72.500000 0.003955
77.500000 0.004840
82.500000 0.003253
87.500000 0.003951
92.500000 0.002795
97.500000 0.003416
102.500000 0.002836
107.500000 0.003053
112.500000 0.001994
117.500000 0.000999
122.500000 0.001666
127.500000 0.000749
132.500000 0.000499
137.500000 -0.000446
142.500000 0.000669
147.500000 -0.000413
152.500000 0.000509
157.500000 0.000790
162.500000 -0.000355
167.500000 0.000099
172.500000 -0.000387
177.500000 0.000425
182.500000 0.000155
187.500000 0.000761
192.500000 -0.000407
197.500000 -0.000534
