4.000000000000e+00 9.999850582200e-01 1.288862595619e-02
1.200000000000e+01 2.533153076400e-01 5.004969834885e-03
2.000000000000e+01 1.004602544260e-01 3.317771101747e-03
2.800000000000e+01 4.779387919300e-02 2.673812860282e-03
3.600000000000e+01 2.502152869800e-02 2.176520366945e-03
4.400000000000e+01 1.390061075020e-02 1.832061888556e-03
5.200000000000e+01 7.932564611600e-03 1.583414845674e-03
6.000000000000e+01 4.589141916620e-03 1.372550233331e-03
6.800000000000e+01 2.628149197225e-03 1.233718769496e-03
7.600000000000e+01 1.495613667432e-03 1.151595086019e-03
8.400000000000e+01 1.042336011219e-03 1.024469177191e-03
9.200000000000e+01 1.128331157581e-03 9.102365351374e-04
1.000000000000e+02 1.287732859934e-03 8.571724431144e-04
1.080000000000e+02 9.081238646939e-04 8.004629153162e-04
1.160000000000e+02 3.588793614673e-04 7.739957406715e-04
1.240000000000e+02 -1.706094784436e-04 7.429951451908e-04
1.320000000000e+02 -3.873908684382e-04 7.128957693446e-04
1.400000000000e+02 -4.701237563712e-04 6.612598638670e-04
1.480000000000e+02 -4.507480277882e-04 6.279410738480e-04
1.560000000000e+02 -4.271953458904e-04 6.048677690096e-04
1.640000000000e+02 -3.618708034161e-04 5.885058539247e-04
1.720000000000e+02 -3.250213993392e-04 5.569113301429e-04
1.800000000000e+02 -2.774483088121e-04 5.425344298370e-04
1.880000000000e+02 -2.323819996069e-04 5.126657822097e-04
1.960000000000e+02 -2.006874458136e-04 4.786051875742e-04
